ID,Type,Air_Temperature_K,ProcessTemperature_K,Rotational_speed,Torque,Tool_wear,Failure,TWF,HDF,PWF,OSF,RNF
M21140,M,301.2,310.7,1527,41.1,53,0,0,0,0,0,0
M21141,M,301.3,310.8,1455,41.2,56,0,0,0,0,0,0
M21142,M,301.3,310.8,1418,45.4,59,0,0,0,0,0,0
L53463,L,301.3,310.8,1719,29.5,62,0,0,0,0,0,0
M21144,M,301.2,310.8,1734,31.3,64,0,0,0,0,0,0
M21145,M,301.2,310.7,1426,46.1,67,0,0,0,0,0,0
L53466,L,301.1,310.6,1611,35.2,70,0,0,0,0,0,0
M21147,M,301.1,310.6,1479,41.1,72,0,0,0,0,0,0
L53468,L,301,310.5,1317,50.9,75,0,0,0,0,0,0
L53469,L,301,310.5,1248,61.4,77,0,0,0,0,0,0
L53470,L,301,310.5,1932,21.7,79,0,0,0,0,0,0
M21151,M,301.1,310.5,1547,35.8,81,0,0,0,0,0,0
L53472,L,301,310.4,1614,31.6,84,0,0,0,0,0,0
H35707,H,301,310.4,1512,44.9,86,0,0,0,0,0,0
L53474,L,301.1,310.5,1529,38.7,91,0,0,0,0,0,0
H35709,H,301.1,310.6,1782,24.9,93,0,0,0,0,0,0
L53476,L,301,310.5,1429,39.4,98,0,0,0,0,0,0
M21157,M,301.1,310.5,1309,60.7,100,0,0,0,0,0,0
L53478,L,301.1,310.5,1428,44.1,103,0,0,0,0,0,0
L53479,L,301.2,310.6,1385,49.2,105,0,0,0,0,0,0
L53480,L,301.2,310.7,1517,39.4,107,0,0,0,0,0,0
M21161,M,301.2,310.6,1576,39.6,109,0,0,0,0,0,0
L53482,L,301.2,310.6,1437,51.2,112,0,0,0,0,0,0
H35717,H,301.2,310.6,1457,50.5,114,0,0,0,0,0,0
L53484,L,301.1,310.5,1532,37.5,119,0,0,0,0,0,0
M21165,M,301.1,310.5,1603,32.6,121,0,0,0,0,0,0
L53486,L,301,310.4,1563,34.4,124,0,0,0,0,0,0
L53487,L,301,310.3,1617,34.5,126,0,0,0,0,0,0
M21168,M,300.8,310.1,1686,26.9,128,0,0,0,0,0,0
L53489,L,300.9,310.2,1382,50.4,131,0,0,0,0,0,0
L53490,L,300.9,310.1,2090,17.8,133,0,0,0,0,0,0
L53491,L,300.9,310.3,1446,44.5,135,0,0,0,0,0,0
M21172,M,300.9,310.2,1533,38.1,137,0,0,0,0,0,0
L53493,L,300.9,310.3,1440,47.6,140,0,0,0,0,0,0
M21174,M,301,310.4,1793,25,142,0,0,0,0,0,0
M21175,M,301,310.4,1517,46.1,145,0,0,0,0,0,0
L53496,L,300.9,310.4,1544,36,148,0,0,0,0,0,0
L53497,L,300.9,310.3,1321,48.8,150,0,0,0,0,0,0
M21178,M,300.9,310.3,1416,50.9,152,0,0,0,0,0,0
L53499,L,300.8,310.2,1514,40,155,0,0,0,0,0,0
M21180,M,300.8,310.2,1304,52.5,157,0,0,0,0,0,0
L53501,L,300.7,310.2,1286,64.9,160,0,0,0,0,0,0
M21182,M,300.7,310.1,1483,40.2,162,0,0,0,0,0,0
L53503,L,300.7,310.1,1351,46.9,165,0,0,0,0,0,0
M21184,M,300.7,310.1,1367,52.6,167,0,0,0,0,0,0
L53505,L,300.7,310.1,1721,32.3,170,0,0,0,0,0,0
L53506,L,300.6,310,1455,40.4,172,0,0,0,0,0,0
L53507,L,300.6,310,1425,49.5,174,0,0,0,0,0,0
L53508,L,300.7,310,1672,29.7,176,0,0,0,0,0,0
M21189,M,300.7,310,1641,34.6,178,0,0,0,0,0,0
M21190,M,300.5,310,1580,37,181,0,0,0,0,0,0
H35745,H,300.5,310,1495,47.4,184,0,0,0,0,0,0
M21192,M,300.5,309.9,1994,19.8,189,0,0,0,0,0,0
M21193,M,300.4,309.9,1415,31.8,192,0,0,0,0,0,0
M21194,M,300.4,309.8,1725,30.4,195,0,0,0,0,0,0
M21195,M,300.4,309.8,1430,43.4,198,0,0,0,0,0,0
L53516,L,300.4,309.8,1395,48.1,201,0,0,0,0,0,0
M21197,M,300.4,309.8,1435,43.6,203,0,0,0,0,0,0
L53518,L,300.4,309.9,1681,28.6,206,0,0,0,0,0,0
L53519,L,300.5,310,1451,48.6,208,0,0,0,0,0,0
H35754,H,300.5,309.9,1397,45.9,210,1,1,0,0,0,0
M21201,M,300.4,309.8,1421,47.2,0,0,0,0,0,0,0
M21202,M,300.3,309.8,1444,42,3,0,0,0,0,0,0
L53523,L,300.2,309.8,1827,23,6,0,0,0,0,0,0
H35758,H,300.2,309.8,1374,47.7,8,0,0,0,0,0,0
L53525,L,300.2,309.8,1650,29.6,13,0,0,0,0,0,0
L53526,L,300.2,309.7,1275,60.7,15,0,0,0,0,0,0
L53527,L,300.2,309.7,1421,44.6,17,0,0,0,0,0,0
L53528,L,300.2,309.8,1557,33.8,19,0,0,0,0,0,0
L53529,L,300.1,309.8,1506,35.2,21,0,0,0,0,0,0
L53530,L,300.1,309.7,1362,49.1,23,0,0,0,0,0,0
L53531,L,300,309.7,1542,47.1,25,0,0,0,0,0,0
L53532,L,300,309.6,1496,38.8,27,0,0,0,0,0,0
M21213,M,300,309.6,1491,42,29,0,0,0,0,0,0
L53534,L,300.1,309.6,1565,34.8,32,0,0,0,0,0,0
L53535,L,300.1,309.7,1481,37.9,34,0,0,0,0,0,0
M21216,M,300.1,309.7,1420,48.4,36,0,0,0,0,0,0
L53537,L,300.2,309.8,1398,54.8,39,0,0,0,0,0,0
M21218,M,300.2,309.8,1466,45.7,41,0,0,0,0,0,0
L53539,L,300.1,309.8,1430,56.7,44,0,0,0,0,0,0
L53540,L,300.1,309.7,1441,40.1,46,0,0,0,0,0,0
M21221,M,300.1,309.7,1348,57.3,48,0,0,0,0,0,0
L53542,L,300,309.6,1738,28.7,51,0,0,0,0,0,0
M21223,M,300,309.6,1618,36.2,53,0,0,0,0,0,0
M21224,M,299.9,309.6,1489,41.7,56,0,0,0,0,0,0
M21225,M,299.9,309.5,1412,57.9,59,0,0,0,0,0,0
M21226,M,299.9,309.5,2065,18.1,62,0,0,0,0,0,0
L53547,L,300,309.6,1571,33.1,65,0,0,0,0,0,0
M21228,M,300,309.6,1423,48.7,67,0,0,0,0,0,0
H35783,H,300,309.5,1781,24.9,70,0,0,0,0,0,0
L53550,L,300.1,309.6,1321,46.9,75,0,0,0,0,0,0
L53551,L,300.1,309.6,1546,36.7,77,0,0,0,0,0,0
M21232,M,300,309.5,1879,22.4,79,0,0,0,0,0,0
H35787,H,300,309.5,1735,28.9,82,0,0,0,0,0,0
L53554,L,300,309.5,1506,38.8,87,0,0,0,0,0,0
H35789,H,300,309.6,1629,32.3,89,0,0,0,0,0,0
L53556,L,300,309.6,1694,28.7,94,0,0,0,0,0,0
L53557,L,300.1,309.6,1541,37,96,0,0,0,0,0,0
L53558,L,300,309.6,1514,44.6,98,0,0,0,0,0,0
L53559,L,300.1,309.7,1485,45.9,100,0,0,0,0,0,0
L53560,L,300.2,309.8,1430,55,102,0,0,0,0,0,0
L53561,L,300.2,309.7,1771,27.1,104,0,0,0,0,0,0
L53562,L,300.2,309.8,1481,41.9,106,0,0,0,0,0,0
H35797,H,300.2,309.7,1483,43.8,108,0,0,0,0,0,0
H35798,H,300.1,309.6,1463,45.1,113,0,0,0,0,0,0
L53565,L,300.1,309.7,1410,48.3,118,0,0,0,0,0,0
L53566,L,300.2,309.7,1656,34.3,120,0,0,0,0,0,0
M21247,M,300.2,309.8,1487,39.2,122,0,0,0,0,0,0
H35802,H,300.3,309.9,1509,46.6,125,0,0,0,0,0,0
H35803,H,300.3,309.9,1677,30.1,130,0,0,0,0,0,0
L53570,L,300.3,309.8,1450,55,135,0,0,0,0,0,0
M21251,M,300.2,309.7,1413,43,137,0,0,0,0,0,0
L53572,L,300.1,309.7,1680,33.8,140,0,0,0,0,0,0
L53573,L,300.2,309.7,1678,30.5,142,0,0,0,0,0,0
M21254,M,300.2,309.7,1408,44,144,0,0,0,0,0,0
M21255,M,300.1,309.6,1376,52.1,147,0,0,0,0,0,0
L53576,L,300,309.6,1526,46.4,150,0,0,0,0,0,0
M21257,M,300,309.6,1587,32.6,152,0,0,0,0,0,0
L53578,L,300.1,309.7,1351,58.2,155,0,0,0,0,0,0
M21259,M,300.1,309.6,1501,38,157,0,0,0,0,0,0
L53580,L,300.1,309.7,1601,35.8,160,0,0,0,0,0,0
M21261,M,300,309.6,1573,39.7,162,0,0,0,0,0,0
M21262,M,300.1,309.6,1584,36.7,165,0,0,0,0,0,0
L53583,L,300.1,309.6,1649,33.6,168,0,0,0,0,0,0
M21264,M,300.2,309.7,1183,61.4,170,0,0,0,0,0,0
L53585,L,300.1,309.7,2151,17.5,173,0,0,0,0,0,0
L53586,L,300.2,309.8,1526,45.6,175,0,0,0,0,0,0
M21267,M,300.3,309.9,1611,29,177,0,0,0,0,0,0
L53588,L,300.3,309.9,1601,31.7,180,0,0,0,0,0,0
L53589,L,300.3,310,1560,40.8,182,0,0,0,0,0,0
L53590,L,300.4,310.1,1544,41.9,184,0,0,0,0,0,0
M21271,M,300.4,310,1560,42.3,186,0,0,0,0,0,0
L53592,L,300.4,310,1423,44.2,189,0,0,0,0,0,0
L53593,L,300.4,310.1,1614,33.5,191,0,0,0,0,0,0
M21274,M,300.4,310.1,1457,35.1,193,0,0,0,0,0,0
L53595,L,300.4,310.1,1503,42.2,196,0,0,0,0,0,0
H35830,H,300.4,310.1,1484,38,198,0,0,0,0,0,0
L53597,L,300.3,309.9,1540,39.9,203,0,0,0,0,0,0
H35832,H,300.3,309.9,1405,52.1,205,0,0,0,0,0,0
H35833,H,300.3,309.9,1394,46.7,210,1,1,0,0,0,0
L53600,L,300.3,309.9,1518,36.4,0,0,0,0,0,0,0
L53601,L,300.3,309.9,1527,41.4,2,0,0,0,0,0,0
L53602,L,300.3,309.9,1377,55.3,4,0,0,0,0,0,0
M21283,M,300.3,310,1537,37.5,6,0,0,0,0,0,0
M21284,M,300.3,310,1409,43.2,9,0,0,0,0,0,0
L53605,L,300.3,309.9,1393,56.1,12,0,0,0,0,0,0
L53606,L,300.2,309.7,1448,36.8,14,0,0,0,0,0,0
L53607,L,300.2,309.8,1418,49.3,16,0,0,0,0,0,0
M21288,M,300.2,309.8,1743,24.1,18,0,0,0,0,0,0
M21289,M,300.2,309.8,1394,47.4,21,0,0,0,0,0,0
L53610,L,300.3,309.8,1523,39.2,24,0,0,0,0,0,0
L53611,L,300.2,309.8,1353,59.4,26,0,0,0,0,0,0
M21292,M,300.3,309.9,1447,46.5,28,0,0,0,0,0,0
L53613,L,300.3,309.9,1570,34,31,0,0,0,0,0,0
M21294,M,300.3,309.9,1494,38.5,33,0,0,0,0,0,0
L53615,L,300.3,309.9,1621,34.1,36,0,0,0,0,0,0
L53616,L,300.4,310,1769,26.1,38,0,0,0,0,0,0
L53617,L,300.4,310,1282,66.1,40,0,0,0,0,0,0
L53618,L,300.4,310,1581,30.3,42,0,0,0,0,0,0
L53619,L,300.6,310.1,1656,32.7,44,0,0,0,0,0,0
L53620,L,300.6,310.2,1648,31.7,46,0,0,0,0,0,0
L53621,L,300.7,310.2,1639,31.4,48,0,0,0,0,0,0
L53622,L,300.7,310.2,1348,54.8,50,0,0,0,0,0,0
L53623,L,300.8,310.3,1537,33.3,52,0,0,0,0,0,0
M21304,M,300.8,310.3,1270,61,54,0,0,0,0,0,0
L53625,L,300.7,310.3,1662,34.4,57,0,0,0,0,0,0
M21306,M,300.7,310.3,1471,40.2,59,0,0,0,0,0,0
L53627,L,300.6,310.1,1337,45.8,62,0,0,0,0,0,0
H35862,H,300.7,310.2,1877,24.8,64,0,0,0,0,0,0
L53629,L,300.6,310.2,1519,44.6,69,0,0,0,0,0,0
L53630,L,300.6,310.2,1378,47.3,71,0,0,0,0,0,0
L53631,L,300.7,310.2,1696,27.5,73,0,0,0,0,0,0
L53632,L,300.7,310.1,1376,50.8,75,0,0,0,0,0,0
L53633,L,300.7,310.2,1807,24.2,77,0,0,0,0,0,0
L53634,L,300.7,310.1,1598,32.8,79,0,0,0,0,0,0
L53635,L,300.7,310.1,1565,40.2,81,0,0,0,0,0,0
L53636,L,300.7,310.2,1387,50.6,83,0,0,0,0,0,0
L53637,L,300.7,310,1395,48,85,0,0,0,0,0,0
M21318,M,300.6,310,1302,62.9,87,0,0,0,0,0,0
M21319,M,300.6,310,1397,55.2,90,0,0,0,0,0,0
L53640,L,300.6,310,1313,52.9,93,0,0,0,0,0,0
L53641,L,300.6,310,1505,35.9,95,0,0,0,0,0,0
H35876,H,300.6,310,1483,44,97,0,0,0,0,0,0
H35877,H,300.5,310,1358,60.4,102,0,0,0,0,0,0
M21324,M,300.5,309.9,1735,27,107,0,0,0,0,0,0
M21325,M,300.5,309.8,1416,48.5,110,0,0,0,0,0,0
L53646,L,300.4,309.7,1740,31.1,113,0,0,0,0,0,0
L53647,L,300.4,309.7,1692,27.4,115,0,0,0,0,0,0
L53648,L,300.5,309.8,1507,42.5,117,0,0,0,0,0,0
M21329,M,300.4,309.6,1521,35,119,0,0,0,0,0,0
L53650,L,300.4,309.6,1379,54.5,122,0,0,0,0,0,0
L53651,L,300.4,309.6,1523,38.5,124,0,0,0,0,0,0
H35886,H,300.4,309.6,1571,33.6,126,0,0,0,0,0,0
H35887,H,300.4,309.5,1547,50.7,131,0,0,0,0,0,0
M21334,M,300.5,309.7,1347,54.3,136,0,0,0,0,0,0
L53655,L,300.5,309.7,1560,30.2,139,0,0,0,0,0,0
L53656,L,300.5,309.7,1384,48.6,141,0,0,0,0,0,0
L53657,L,300.5,309.7,1841,24.6,143,0,0,0,0,0,0
L53658,L,300.5,309.8,1663,29.1,145,1,0,0,0,0,0
L53659,L,300.6,309.8,1418,42.7,147,0,0,0,0,0,0
L53660,L,300.7,309.9,1775,26.6,149,0,0,0,0,0,0
L53661,L,300.7,309.8,1406,48.4,151,0,0,0,0,0,0
L53662,L,300.6,309.9,1480,43.7,153,0,0,0,0,0,0
L53663,L,300.7,309.9,1412,45.3,155,0,0,0,0,0,0
H35898,H,300.6,309.8,1913,22.5,157,0,0,0,0,0,0
L53665,L,300.6,309.8,1629,37.6,162,0,0,0,0,0,0
L53666,L,300.5,309.8,1939,21.4,164,0,0,0,0,0,0
H35901,H,300.6,309.8,1541,36.2,166,0,0,0,0,0,0
L53668,L,300.7,309.8,1330,54.4,171,0,0,0,0,0,0
M21349,M,300.7,309.8,1490,38.8,173,0,0,0,0,0,0
L53670,L,300.7,309.9,1383,44.5,176,0,0,0,0,0,0
L53671,L,300.8,310,1468,52.7,178,0,0,0,0,0,0
M21352,M,300.8,309.9,1444,46,180,0,0,0,0,0,0
L53673,L,300.7,309.8,1363,53.1,183,0,0,0,0,0,0
L53674,L,300.6,309.7,1617,33.2,185,0,0,0,0,0,0
M21355,M,300.6,309.8,1694,31.1,187,0,0,0,0,0,0
L53676,L,300.7,309.9,1815,27,190,0,0,0,0,0,0
L53677,L,300.8,309.9,1312,65.3,192,1,0,0,0,1,0
H35912,H,300.8,309.9,2041,19.2,194,0,0,0,0,0,0
L53679,L,300.9,310,1671,26.8,199,0,0,0,0,0,0
M21360,M,300.9,310,1416,46.6,201,0,0,0,0,0,0
M21361,M,300.9,310,1600,36,204,0,0,0,0,0,0
L53682,L,300.9,310,2595,13.7,207,0,0,0,0,0,0
M21363,M,300.9,309.9,1465,42.9,209,0,0,0,0,0,0
M21364,M,301,310.1,1681,27.4,212,0,0,0,0,0,0
L53685,L,301.1,310.1,1457,39.6,215,0,0,0,0,0,0
H35920,H,301,310.1,1454,44.1,217,0,0,0,0,0,0
L53687,L,301,310.1,1558,32.6,0,0,0,0,0,0,0
H35922,H,301,310.1,1756,30.7,2,0,0,0,0,0,0
L53689,L,301.1,310.1,1564,36.8,7,0,0,0,0,0,0
L53690,L,301.1,310.2,1455,55.3,9,0,0,0,0,0,0
M21371,M,301.2,310.1,2280,15.7,11,0,0,0,0,0,0
M21372,M,301.1,310,1433,48.1,14,0,0,0,0,0,0
L53693,L,301.1,310,1513,38,17,0,0,0,0,0,0
L53694,L,301,309.9,1507,41.8,19,0,0,0,0,0,0
L53695,L,301,310,1480,43.5,21,0,0,0,0,0,0
H35930,H,301.1,310,1470,40.1,23,0,0,0,0,0,0
L53697,L,301.1,310.1,1540,36.6,28,0,0,0,0,0,0
H35932,H,301,310,1212,67.9,30,0,0,0,0,0,0
L53699,L,301.1,310.1,1417,46.9,35,0,0,0,0,0,0
M21380,M,301.2,310.1,1666,34.9,37,0,0,0,0,0,0
L53701,L,301.1,310.1,1666,27.2,40,0,0,0,0,0,0
L53702,L,301.1,310.1,1489,45.8,42,0,0,0,0,0,0
M21383,M,301.1,310.2,1850,27.7,44,0,0,0,0,0,0
L53704,L,301.1,310.4,1874,24.8,47,0,0,0,0,0,0
L53705,L,301.1,310.4,1312,73.6,49,1,0,0,1,0,0
L53706,L,301.2,310.4,1515,38.4,51,0,0,0,0,0,0
L53707,L,301.2,310.4,1516,44.4,53,0,0,0,0,0,0
L53708,L,301.2,310.5,1546,40,55,0,0,0,0,0,0
L53709,L,301.3,310.6,1481,40.9,57,0,0,0,0,0,0
H35944,H,301.3,310.6,1605,32.5,59,0,0,0,0,0,0
H35945,H,301.2,310.7,1656,26.2,64,0,0,0,0,0,0
H35946,H,301.2,310.6,1352,52,69,0,0,0,0,0,0
L53713,L,301.3,310.7,1504,47.2,74,0,0,0,0,0,0
L53714,L,301.3,310.6,1436,44.2,76,0,0,0,0,0,0
H35949,H,301.2,310.5,1505,43.6,78,0,0,0,0,0,0
L53716,L,301.3,310.5,1406,47.1,83,0,0,0,0,0,0
M21397,M,301.3,310.5,1481,39.7,85,0,0,0,0,0,0
L53718,L,301.4,310.7,1487,44.6,88,0,0,0,0,0,0
L53719,L,301.4,310.7,1436,54.1,90,0,0,0,0,0,0
M21400,M,301.4,310.7,1368,63.7,92,1,0,0,1,0,0
L53721,L,301.4,310.7,1509,38.3,95,0,0,0,0,0,0
L53722,L,301.4,310.8,1543,36.9,97,0,0,0,0,0,0
L53723,L,301.4,310.8,1698,29.6,99,0,0,0,0,0,0
M21404,M,301.4,310.7,1470,46.5,101,0,0,0,0,0,0
M21405,M,301.4,310.8,1738,30.3,104,0,0,0,0,0,0
M21406,M,301.4,310.8,1530,39.9,107,0,0,0,0,0,0
L53727,L,301.4,310.8,1740,29.2,110,0,0,0,0,0,0
L53728,L,301.4,310.8,1770,24.1,112,0,0,0,0,0,0
H35963,H,301.3,310.6,1527,44,114,0,0,0,0,0,0
L53730,L,301.3,310.7,1516,46,119,0,0,0,0,0,0
L53731,L,301.4,310.7,1616,36.5,121,0,0,0,0,0,0
L53732,L,301.4,310.7,1786,26.1,123,0,0,0,0,0,0
L53733,L,301.4,310.8,1389,52.7,125,0,0,0,0,0,0
M21414,M,301.4,310.7,1639,29.8,127,0,0,0,0,0,0
H35969,H,301.5,310.7,1394,46.7,130,0,0,0,0,0,0
L53736,L,301.5,310.7,1686,27.9,135,0,0,0,0,0,0
M21417,M,301.5,310.6,1638,31.9,137,0,0,0,0,0,0
M21418,M,301.5,310.6,1447,41.9,140,0,0,0,0,0,0
H35973,H,301.5,310.6,1512,39,143,0,0,0,0,0,0
L53740,L,301.6,310.8,1961,21.8,148,0,0,0,0,0,0
L53741,L,301.5,310.7,1596,35.4,150,0,0,0,0,0,0
M21422,M,301.5,310.7,1871,21.3,152,0,0,0,0,0,0
L53743,L,301.5,310.7,1942,20.5,155,0,0,0,0,0,0
L53744,L,301.4,310.6,1557,38.2,157,0,0,0,0,0,0
L53745,L,301.4,310.6,1550,36.8,159,0,0,0,0,0,0
L53746,L,301.3,310.6,1966,22.6,161,0,0,0,0,0,0
M21427,M,301.3,310.6,1499,36.1,163,0,0,0,0,0,0
L53748,L,301.3,310.6,1521,36.3,166,0,0,0,0,0,0
M21429,M,301.4,310.7,1375,42,168,0,0,0,0,0,0
L53750,L,301.4,310.6,1634,31.1,171,0,0,0,0,0,0
M21431,M,301.3,310.6,1378,49.4,173,0,0,0,0,0,0
L53752,L,301.4,310.7,1428,53.7,176,0,0,0,0,0,0
M21433,M,301.4,310.6,1855,25.3,178,0,0,0,0,0,0
L53754,L,301.4,310.6,1578,33,181,0,0,0,0,0,0
M21435,M,301.4,310.5,1451,45.3,183,0,0,0,0,0,0
L53756,L,301.5,310.5,1644,34.9,186,0,0,0,0,0,0
L53757,L,301.4,310.4,1388,45.3,188,0,0,0,0,0,0
L53758,L,301.4,310.4,1543,40.9,190,0,0,0,0,0,0
L53759,L,301.3,310.4,1501,41.6,192,0,0,0,0,0,0
L53760,L,301.3,310.4,1507,39.1,194,0,0,0,0,0,0
L53761,L,301.4,310.4,1559,36,196,0,0,0,0,0,0
L53762,L,301.5,310.5,1528,35.7,198,0,0,0,0,0,0
M21443,M,301.5,310.5,1503,38.2,200,0,0,0,0,0,0
L53764,L,301.5,310.5,1372,44,203,0,0,0,0,0,0
M21445,M,301.5,310.5,1600,32.8,205,0,0,0,0,0,0
L53766,L,301.5,310.6,1453,44,208,0,0,0,0,0,0
M21447,M,301.6,310.7,1813,24.6,210,0,0,0,0,0,0
L53768,L,301.6,310.7,1457,40.4,213,0,0,0,0,0,0
M21449,M,301.6,310.6,1553,38.9,0,0,0,0,0,0,0
L53770,L,301.7,310.7,1763,25.9,3,0,0,0,0,0,0
L53771,L,301.7,310.7,2023,20.9,5,0,0,0,0,0,0
M21452,M,301.6,310.7,1457,47.8,7,0,0,0,0,0,0
L53773,L,301.6,310.7,1679,29.5,10,0,0,0,0,0,0
L53774,L,301.6,310.6,2103,19.7,12,0,0,0,0,0,0
M21455,M,301.5,310.7,1460,38.6,14,0,0,0,0,0,0
M21456,M,301.5,310.7,1454,39.4,17,0,0,0,0,0,0
L53777,L,301.5,310.6,1481,46.8,20,0,0,0,0,0,0
L53778,L,301.5,310.7,1424,51.1,22,0,0,0,0,0,0
L53779,L,301.6,310.7,1494,39.5,24,0,0,0,0,0,0
M21460,M,301.5,310.6,1424,47,26,0,0,0,0,0,0
M21461,M,301.5,310.7,1347,47.9,29,0,0,0,0,0,0
L53782,L,301.5,310.6,1374,46.7,32,0,0,0,0,0,0
M21463,M,301.5,310.6,1403,47.4,34,0,0,0,0,0,0
M21464,M,301.5,310.6,1573,37.4,37,0,0,0,0,0,0
M21465,M,301.6,310.6,1691,30.1,40,0,0,0,0,0,0
H36020,H,301.5,310.5,1538,44.3,43,0,0,0,0,0,0
L53787,L,301.5,310.5,1556,39.1,48,0,0,0,0,0,0
M21468,M,301.5,310.4,1593,36.8,50,0,0,0,0,0,0
L53789,L,301.5,310.4,1474,39.9,53,0,0,0,0,0,0
L53790,L,301.5,310.4,1543,34,55,0,0,0,0,0,0
H36025,H,301.5,310.5,1587,33.8,57,0,0,0,0,0,0
L53792,L,301.6,310.6,1222,70,62,0,0,0,0,0,0
L53793,L,301.7,310.6,1513,41.1,64,0,0,0,0,0,0
L53794,L,301.7,310.6,1660,28.7,66,0,0,0,0,0,0
L53795,L,301.7,310.6,1545,42.1,68,0,0,0,0,0,0
M21476,M,301.7,310.6,1380,45.8,70,0,0,0,0,0,0
L53797,L,301.6,310.6,1321,60.8,73,0,0,0,0,0,0
M21478,M,301.6,310.6,1309,65.8,75,1,0,0,1,0,0
M21479,M,301.7,310.7,1627,31.3,78,0,0,0,0,0,0
M21480,M,301.6,310.7,1791,23.8,81,0,0,0,0,0,0
M21481,M,301.7,310.7,1861,21.8,84,0,0,0,0,0,0
L53802,L,301.7,310.7,1493,51.1,87,0,0,0,0,0,0
M21483,M,301.7,310.7,1442,41.1,89,0,0,0,0,0,0
L53804,L,301.7,310.7,1532,39.8,92,0,0,0,0,0,0
M21485,M,301.6,310.7,1421,44.4,94,0,0,0,0,0,0
L53806,L,301.6,310.6,1613,42.5,97,0,0,0,0,0,0
M21487,M,301.7,310.6,1876,22.1,99,0,0,0,0,0,0
L53808,L,301.6,310.5,1593,34.5,102,0,0,0,0,0,0
L53809,L,301.6,310.5,1397,49.4,104,0,0,0,0,0,0
M21490,M,301.6,310.5,1414,49.3,106,0,0,0,0,0,0
M21491,M,301.5,310.4,1378,55.3,109,0,0,0,0,0,0
L53812,L,301.4,310.4,1301,51.2,112,0,0,0,0,0,0
M21493,M,301.5,310.5,1737,29.3,114,0,0,0,0,0,0
L53814,L,301.5,310.5,1396,44.5,117,0,0,0,0,0,0
L53815,L,301.5,310.5,1534,39.3,119,0,0,0,0,0,0
M21496,M,301.5,310.5,1774,25.5,121,0,0,0,0,0,0
H36051,H,301.5,310.5,1453,48,124,0,0,0,0,0,0
L53818,L,301.5,310.5,1453,44.2,129,0,0,0,0,0,0
L53819,L,301.4,310.5,1380,48.4,131,0,0,0,0,0,0
L53820,L,301.4,310.4,1334,43.2,133,0,0,0,0,0,0
L53821,L,301.5,310.5,1702,28.7,135,0,0,0,0,0,0
L53822,L,301.6,310.6,1431,37.5,137,0,0,0,0,0,0
M21503,M,301.5,310.5,1308,60.5,139,0,0,0,0,0,0
L53824,L,301.5,310.6,1565,43.9,142,0,0,0,0,0,0
M21505,M,301.5,310.4,1486,39.6,144,0,0,0,0,0,0
L53826,L,301.5,310.5,1479,34.2,147,0,0,0,0,0,0
L53827,L,301.5,310.5,1927,22.4,149,0,0,0,0,0,0
L53828,L,301.5,310.4,1488,41.1,151,0,0,0,0,0,0
M21509,M,301.5,310.4,1350,54.9,153,0,0,0,0,0,0
L53830,L,301.6,310.4,1561,35.3,156,0,0,0,0,0,0
M21511,M,301.5,310.4,1276,55.6,158,0,0,0,0,0,0
H36066,H,301.5,310.4,1580,35.7,161,0,0,0,0,0,0
M21513,M,301.4,310.3,1610,29.1,166,0,0,0,0,0,0
L53834,L,301.4,310.3,2203,16.6,169,0,0,0,0,0,0
L53835,L,301.4,310.3,1639,32.7,171,0,0,0,0,0,0
M21516,M,301.4,310.4,1553,44.7,173,0,0,0,0,0,0
L53837,L,301.4,310.3,1374,47.6,176,0,0,0,0,0,0
L53838,L,301.4,310.4,1430,50.9,178,0,0,0,0,0,0
L53839,L,301.3,310.3,1626,31.3,180,0,0,0,0,0,0
H36074,H,301.4,310.5,1421,43.8,182,0,0,0,0,0,0
M21521,M,301.3,310.4,1501,39.8,187,0,0,0,0,0,0
M21522,M,301.3,310.4,2093,18.7,190,0,0,0,0,0,0
L53843,L,301.3,310.4,1504,47.2,193,0,0,0,0,0,0
L53844,L,301.3,310.4,1538,38.4,195,0,0,0,0,0,0
L53845,L,301.3,310.4,1440,41.5,197,0,0,0,0,0,0
L53846,L,301.3,310.4,1414,51.4,199,0,0,0,0,0,0
H36081,H,301.4,310.5,1536,39.9,201,0,0,0,0,0,0
L53848,L,301.4,310.5,1476,39.2,206,0,0,0,0,0,0
L53849,L,301.4,310.5,1571,33.9,208,0,0,0,0,0,0
L53850,L,301.5,310.6,1998,20.2,210,0,0,0,0,0,0
L53851,L,301.5,310.6,1357,42.1,212,0,0,0,0,0,0
L53852,L,301.6,310.7,1424,50.5,214,0,0,0,0,0,0
L53853,L,301.6,310.7,1380,51.8,216,1,0,0,0,1,0
L53854,L,301.5,310.7,1618,35.5,218,0,0,0,0,0,0
L53855,L,301.5,310.6,1579,28,220,0,0,0,0,0,0
L53856,L,301.5,310.7,1423,44,222,0,0,0,0,0,0
L53857,L,301.5,310.7,1435,38.5,224,0,0,0,0,0,0
M21538,M,301.5,310.7,1336,65.6,0,1,0,0,1,0,0
L53859,L,301.6,310.8,1392,42.4,3,0,0,0,0,0,0
L53860,L,301.5,310.8,1417,49.7,5,0,0,0,0,0,0
L53861,L,301.4,310.7,1425,45.1,7,0,0,0,0,0,0
L53862,L,301.5,310.8,1512,38.9,9,0,0,0,0,0,0
L53863,L,301.5,310.9,1318,50.6,11,0,0,0,0,0,0
